title,description,price,area,date,city,location
Parcelle 292m² ,"Détails du produitA vendre a calavi  (houèto )
 
 opportunité a ne pas rater 

 parcelle recasée de superficie 292 m² a 7 millions fcfa

 nous mettons en vente pour le compte de sa propriétaire vivante une parcelle recasée avec poteau électrique devant  de superficie 292 m² à houèto au cœur de la ville dans une zone résidentielle très calme et accessible en toute saison juste au niveau de l'école primaire privée "" le créateur ""

 document : attestation de recasement en cours

 pièce jointe :  levé topographique

 prix de cession : 7 millions fcfa négociables",7000000,292,2023-03,calavi houèto,CS le Bénin
Terrain 1000m² ,"Détails du produitA_guinkomey angle_de_rue au_bord_du_goudronguinkomey_au_bord_du_goudron une  parcelle de superficie *1000m2* et  en *angle de rue* juste avant le passage supérieur de #ganhi en face de coris_bank 
900 millions* 
 ▪️ titre foncier personnel  tous les documents sont chez le notaire",900000000,1000,2023-03,guinkomey,"Tchiep Guinkomey, Avenue du Gouv. AL Van Vollen hoven, Zongo, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 525m²  ,"Détails du produit*a vendre 

*une parcelle 525m² recasée au bord des pavés à calavi dekoungbé non loin de la maison du peuple.*

*documents: convention de vente affirmée*


*prix : 35 millions.*

",35000000,525,2023-03,godomey dekoungbé,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Parcelle ,"Détails du produitA vendre une parcelle cloturée et recasée.elle est située à 500m maximum des pavés qui mènent vers les feux""club des rois""sur  la route des pêches",22000000,327,2023-03,akogbato,"Pharmacie Akogbato, Route des Pêches, Djako Daho, Abomey-Calavi, Atlantique, Bénin"
Parcelle 934m² ,"Détails du produitDossier 2ns terrain nu à ganhi

a vendre

type d'habitation: grande parcelle

référence: du titre foncier n° 7.

quartier: ganhi

ville: cotonou

superficie: 934 m²

doc: titre foncier

observation : en zone urbaine

prix : 1.200.000.000 fcfa",1200000000,934,2023-03,ganhi,"Direction générale COBENAM, Rue du Gouverneur Bayol Rue, Ganhi, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Terrain 528m² ,"Détails du produit528m² clôturé avec titre foncier_zopah 
dossier 44ob parcelle à zopah

à vendre

type d'habitation: terrain nu clôturé 

référence: parcelle ""o"" du lot n° 104.

quartier: zopah

ville: abomey-calavi

superficie: 528m²

doc : titre foncier

observation: en zone urbanisee

prix: 20 000 000 fcfa ",20000000,528,2023-03,zopah,"Zopah, Akassato, Abomey-Calavi, Atlantique, Bénin"
Vente 2 parcelles 580 m2 ,"Détails du produitDeux parcelles à 100m des pavés à akogbato.

a vendre a fidjrosse - akogbato ( cité glèlè)

 opportunité a ne pas rater 

 parcelle recasée en angle de rue de superficie 580 m² a 40 millions fcfa

 a vendre pour le compte de son propriétaire vivant une grande parcelle recasée de superficie 580 m² à fidjrossè akogbato dans la cité glêlè  à moins de 100 m des pavés dans une zone résidentielle très calme.

 *document: attestation de recasement

 *pièce jointe : levé topographique

 *prix de cession : 40 millions fcfa négociables.
ref.otokis.ads.si.vi ",40000000,580,2023-03,akogbato.,"Pharmacie Akogbato, Route des Pêches, Djako Daho, Abomey-Calavi, Atlantique, Bénin"
Terrain 1/2 ha ,"Détails du produitTerrain 1/2 ha - tori-gare très proche du goudron.
demi-hectare à tori-gare.

nous mettons en vente à toi, un demi hectare soit 5062m², très proche du goudron(moins d'un kilomètre). 
doc: convention enregistrée à l'andf.
prix : 9.000.000 négociable.
propriétaire vivant!
nb: commission 5% à s'acquitter par l'acquéreur.

dossier direct !!! ",9000000,5062,2023-03,tori-gare,"RN 30, Tori-Gare, Tori-Bossito, Atlantique, Bénin"
Parcelles 500 m² ,"Détails du produitOpportunité à saisir à natitingou 
nous mettons en vente une parcelle de 500 mètres carrés,  bien située en plein cœur de la ville de natitingou. a environs 200m des nouveaux pavés, elle se trouve juste à côté de l'hôtel tata somba. c'est une aubaine !!! ",7500000,500,2023-03,natitingou,"Natitingou, Atakora, Bénin"
Vente immeubles inachevée  ,"Détails du produitIl est mis en vente à ahossougbéta, un immeuble inachevé, niveau dalle, composé de 3 chambres-salon, un bureau, une boutique et un garage fermé pour 2 véhicules sur un *domaine titre foncier.*

s: 461 m²

prix: 21 millions 500

photos dispo et plan",21500000,461,2023-03,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 338m2  TF ,"Détails du produitParcelle en angle de rue ayant titre foncier en cours à vendre à fidjrossè plage 
                                   
 il est mis en vente à fidjrossè plage dans la rue de l'hôtel atlantique beach et à 200m de la route des pêches, une parcelle avec titre foncier personnel en angle de rue de superficie 338m² bien clôturée.

document  : titre  foncier en cours 

prix de vente : 45 millions 

commission immobilière : 5% par l'acquéreur",45000000,338,2023-03,fidjrossè plage,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 376 m² ,"Détails du produitGodomey fignonhou* 

nous lettons  en vente a godomey fignonhou une parcelle d'une superficie *376 m2* 

 *la dite parcelle est située dans la zone de l'epp fignonhou* 

prix 

 10.000.000 fr cfa
 


 documents

reçu de recasement
levé topographique
convention de vente ",10000000,376,2023-03,godomey fignonhou,"Pharmacie Godomey-Fignonhou, Rue 2147, Hlazounto, 12ᵉ Arrondissement, Cotonou, Abomey-Calavi, Atlantique, Bénin"
Vente villa duplex TF ,"Détails du produitDomaine avec trois titres fonciers et deux duplex à dassa.

nous mettons en vente un domaine de 3 parcelle s avec chacune son titre foncier comportant deux duplex   composé chacun de : 
_au rez-de-chaussée-• 3chambres, 
•un grand salon tout carrelé.
à l'étage :
•2chambres sanitaires carrelées.
✓soit au total 10chambres et 2salons + 2 vastes cuisines+ 8douches+terrasses pour les deux duplex.
beaucoup d'espace encore disponible pour d'autres ouvrages.
doc: 3titres fonciers.
position : 2e position du goudron et sort sur deux grandes voies. 
prix: 67.000.000
propriétaire bien vivant !!!

dossier direct",67000000,1680,2023-03,dassa,"Dassa-Zoumé, Collines, Bénin"
Terrain ,Détails du produitTerrain sans litige vide non loin de la base des chinois  à gbodje. disponible immédiatement.  pas de plaisantin.,10000000,300,2023-03,gbodje,"Gbodjè, Abomey-Calavi, Atlantique, Bénin"
Parcelle 374m² ,"Détails du produitAdonaï grâce immo services

nous mettons en vente de toute urgence à dekougbé dans la zone de l'eglise catholique,

*située en 2 ème position des pavés à akogbato*

superficie: 374 m²

documents: *reçu de recasement + levé + convention de vente +*

prix: 15.000.000 f à debattre legèrement.

*venez chap chap*",15000000,374,2023-03,dekoungbé,"complexe scolaire bilingue auxiliatrice de dekoungbe, RNIE 1, Lobozounkpa, Agbocodji, Gbodjè, Abomey-Calavi, Atlantique, Bénin"
Terrain 3 lots  ,"Détails du produitAdonaï grâce immo services
nous mettons en vente pour proprietaire vivant à *dèkoungbé*
au bord des pavés dans la zone de l'eglise catholique,
3 parcelles ensemble,
superficie : 3306 m²
documents : *tf personnel + levé topographique*
elle  contient une construction  d'un r+1 utilisable.
prix: 80.000.000 f à debattre
proprietaire vivant",80000000,3306,2023-03,dekoungbé,"complexe scolaire bilingue auxiliatrice de dekoungbe, RNIE 1, Lobozounkpa, Agbocodji, Gbodjè, Abomey-Calavi, Atlantique, Bénin"
Terrains ,Détails du produitIl est mis en vente 3 terrains vides situés dans la commune d'abomey calavi dans l'arrondissement de togba dans le quartier dodja au prix de 1800000 chacun ,1800000,500,2023-03,abomey calavie,"Abomey, Zou, Bénin"
Parcelle 368m² ,"Détails du produitOpportunité de nouvelle année

nous mettons en vente une parcelle de superficie 368m2  a fidjrosse akogbato non loin du carrefour club des rois dans la rue du bar gabonnaise.

elle contient un bâtiment inachevé de type r+0  en 10 ème position des pavés.

⏺️atouts
✔️sol sec
✔️a 500m de la plage 
✔️zone accessible entoure de belles construction
✔️non loin du pavés 
✔️idéal pour maison locative,guest house ou maison a titre personnel 

documents:

✔️ titre foncier personnelle
✔️plan de construction
✔️ levée topographique

prix :29millions négociable très légèrement",29000000,368,2023-03,fidjrossè akogbato,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Terrain 400m²  ,"Détails du produitDomaine est située en face des logements sociaux de yayi, elle est morcelée sur 400m², ou les voies sont tracées déjà. le dossier est chez un 'notaire. le prix de vente est de 5.000.000f. 5% acquéreur obligatoire.",5000000,400,2023-03,ouedo,"Ouèdo, Abomey-Calavi, Atlantique, Bénin"
Parcelle 302 m2 ,"Détails du produit*opportunité guidjooo à cotonou cité houeyiho*

en vente:
une parcelle à l'intérieur de la belle cité houéyiho à cotonou en angle de rue,
 superficie : 302m² avec tf à
 prix: 17 millions last.
propriétaire très vivant",17000000,302,2023-03,cité houeyiho,"SBEE de cité houeyiho, Rue 12.191, Houeyiho, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 374m² ,"Détails du produitAgla-figaro en angle de rue

nous mettons en vente une parcelle de *superficie 374 m2 
en angle de rue 
a environ 200m du pavé 

 prix 30 millions discutable
 le prix a encore chuté 

 documents

 levé topographique
reçu de recasement
convention de vente affirmée

plus de perte de temps cette année",30000000,374,2023-03,agla figaro,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelles 375 m² ,"Détails du produitOpportunité de parcelle tf à vendre à tokan*

 mise en vente dans un lots issu du titre foncier *6* *parcelles* ensembles.

 le domaine est situé à quelques mètres du carrefour tokan 

 *superficie* : 375m2 et 400m2


 *doc* : domaine titre foncier 

 *prix* : 10millions/parcelle à débattre
l'acquéreur devra s'acquitter des 5% de prestation immobilière ",10000000,400,2023-02,tokan,"Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
Vente maison R+3 inachevée ,"Détails du produitA vendre à akpakpa gankpodo*

disponible une maison inanchévé r+3
clôturée avec portail 
 non loin de epp  gankpodo  bien situé 

 *superficie 500m²*

*document attestation de recasement* en main 
propriétaire vivant

*prix: 14  millions négociable*

    *nb:  direct au direct* ",14000000,500,2023-02,akpapkpa,None
Terrains 293 m² ,"Détails du produitÀ vendre
parcelle à misserété non loin de abogomè, entre couvè et hanzoumè. déjà bornée. et mise en vente à ce prix, à débattre. je t'attend avec impatience.
contact moi si tu est intéressé sinon d'autre personne risque de te devancé. ",3000000,293,2023-02,misserété,"Akpro-Missérété, Ouémé, Bénin"
Terrains 271 m² ,"Détails du produitÀ vendre
parcelle à misserété non loin de abogomè, entre couvè et hanzoumè. déjà bornée. et mise en vente à ce prix, à débattre. je t'attend avec impatience.
contact moi si tu est intéressé sinon d'autre personne risque de te devancé.",2800000,271,2023-02,misserété,"Akpro-Missérété, Ouémé, Bénin"
Parcelle 535m² ,"Détails du produitNous mettons en vente dans la zopah, une parcelle de 535m² au bord de la voie de 40m qui quitte le nouveau goudron kérékou pour le carrefour du lycée technique. elle est immédiatement accolée au complexe scolaire st louis lumière.
1,2km du marché de gros.
prix : 15.000.000 négociable légèrement.
doc: fiche bleue et
quitus fiscal à jour.
propriétaire vivante.
dossier direct !",15000000,535,2023-02,zopah,"Zopah, Akassato, Abomey-Calavi, Atlantique, Bénin"
Parcelle clôturée 528m² ,"Détails du produitParcelle clôturée dans la zopah proche de tibi-libi et du marché de gros.

nous mettons en vente à calavi zopah une parcelle clôturée proche du marché de gros en construction sur une superficie de 528m² bien positionné et en angle de rue 

 prix de cession 12 millions 

  documents
▪️ attestation de recasement
▪️permis d'habiter.
~refallodmorenads~",12000000,528,2023-02,zopah,"Zopah, Akassato, Abomey-Calavi, Atlantique, Bénin"
Parcelles 500m² ,"Détails du produit10 parcelles de 500m2 disponible à vendre
lieu :  kpomasse village d'amonlè à côté tori ayidowé
zone en cours électrification
terrain idéal pour l'habitation comme la culture ou l'élevage
prix : 500.000 /parcelle négociable très légèrement. 
papier disponible et propriétaire vivant et en excellente santé",500000,500,2023-02,pkomasse,None
Terrains 600m² ,Détails du produitTerrain en vente a glo yékon avec maison complet. tous les documents sont validés.,8000000,600,2023-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Terrain 400 m² ,"Détails du produitA vendre à pahou fonssa
une parcelle de superficie 400m² à 200m de l'école de la zone et à 50m de l'église catholique à un prix défiant toute concurrence 2.800.000f

nb : il y a même une construction en cours",2800000,400,2023-02,pahou fonssa,"Gbaou, Pahou, Ouidah, Atlantique, Bénin"
Parcelle 339 m2 ,"Détails du produitParcelle titre foncier fidjrossè plage
parcelle en angle de rue a vendre a fidjrosse plage.
                                   
il est mis en vente à fidjrossè plage dans la rue de l'hôtel atlantique beach et à 200m de la route des pêches, une parcelle avec titre foncier personnel en angle de rue de superficie 339m² bien clôturée.

document : titre foncier personnel 
prix : 36 millions
ihc.ref brun.bco ",36000000,339,2023-02,fidjrossè plage,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
